site,species_code,chinese_name,latin_name,family,genus_cn,source,latin_missing
jzs,NA,云南杨梅,Morella nana,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,云南松,Pinus yunnanensis,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,云南柳,Salix cavaleriei,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,云南樟,Camphora glandulifera,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,云南越橘,Vaccinium duclouxii,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,云南金叶子,Craibiodendron yunnanense,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,五月瓜藤,Holboellia angustifolia,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,五柱滇山茶,Camellia yunnanensis,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,元江锥,Castanopsis orthacantha,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,光亮山矾,Symplocos lucida,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,光叶柯,Lithocarpus mairei,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,冷地卫矛,Euonymus frigidus,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,刺叶高山栎,Quercus spinosa,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,北酸脚杆,Pseudodissochaeta septentrionalis,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,华山松,Pinus armandii,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,南烛,Vaccinium bracteatum,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,厚皮香,Ternstroemia gymnanthera,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,响叶杨,Populus adenopoda,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,四川冬青,Ilex szechwanensis,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,多依,Docynia indica,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,多脉冬青,Ilex polyneura,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,多花山矾,Symplocos ramosissima,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,大果榆,Ulmus macrocarpa,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,大白杜鹃,Rhododendron decorum,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,头状四照花,Cornus capitata,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,密花胡颓子,Elaeagnus conferta,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,小叶青冈,Quercus myrsinifolia,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,小花石楠,Photinia parviflora,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,尼泊尔桤木,Alnus nepalensis,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,尾叶樟,Camphora foveolata,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,尾叶越橘,Vaccinium dunalianum Wight,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,山梅花,Philadelphus incanus,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,山鸡椒,Litsea cubeba,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,异叶梁王茶,Metapanax davidii,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,忍冬,Lonicera japonica,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,怒江红山茶,Camellia saluenensis,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,拟蚬壳花椒,Zanthoxylum laetum,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,柊树,Osmanthus heterophyllus,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,柳叶润楠,Machilus salicina,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,椴树,Tilia tuan,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,槲树,Quercus dentata,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,毛瑞香,Daphne kiusiana var. atrocaulis,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,毛脉高山栎,Quercus rehderiana,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,毛葡萄,Vitis heyneana,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,水红木,Viburnum cylindricum,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,江南越橘,Vaccinium mandarinorum,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,滇青冈,Quercus glaucoides,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,灰白杜鹃,Rhododendron genestierianum,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,猫儿刺,Ilex pernyi,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,猴面柯,Lithocarpus balansae,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,珊瑚冬青,Ilex corallina,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,珊瑚树,Viburnum odoratissimum,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,珍珠花,Lyonia ovalifolia,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,球花石楠,Photinia glomerata,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,瑞丽鹅掌柴,Heptapleurum shweliense,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,白柯,Lithocarpus dealbatus,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,白碎米花,Rhododendron spiciferum var. album,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,白背鹅掌柴,Heptapleurum hypoleucum,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,石灰花楸,Sorbus folgneri,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,粗梗稠李,Prunus napaulensis,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,紫苏,Perilla frutescens,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,紫药女贞,Ligustrum delavayanum,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,红柄木樨,Osmanthus armatus,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,细梗蔷薇,Rosa graciliflora,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,美丽马醉木,Pieris formosa,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,腋花杜鹃,Rhododendron racemosum,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,臀果木,Pygeum topengii,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,艾纳香,Blumea balsamifera,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,花椒簕,Zanthoxylum scandens,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,茵芋,Skimmia reevesiana,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,荷包山桂花,Polygala arillata,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,蓝树,Wrightia laevis,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,蓝黑果荚蒾,Viburnum atrocyaneum,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,薄叶南蛇藤,Celastrus hypoleucoides,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,褐毛花楸,Sorbus ochracea,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,西南栒子,Cotoneaster franchetii,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,软条七蔷薇,Rosa henryi,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,迷人杜鹃,Rhododendron agastum,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,野花椒,Zanthoxylum simulans,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,银木荷,Schima argentea,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,锥序荚蒾,Viburnum pyramidatum,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,领春木,Euptelea pleiosperma,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,马缨杜鹃,Rhododendron delavayi,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,高山锥,Castanopsis delavayi,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,高盆樱桃,Prunus cerasoides,NA,NA,splist/Jizushan_splist.csv,FALSE
jzs,NA,鼠李叶花楸,Sorbus rhamnoides,NA,NA,splist/Jizushan_splist.csv,FALSE
nbh,NA,一担柴,Colona floribunda,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,丁公藤,Erycibe obtusifolia,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,三叶山香圆,Turpinia ternata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,三叶崖爬藤,Tetrastigma hemsleyanum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,三桠苦,Evodia lepta,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,丛花厚壳桂,Cryptocarya densiflora,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,中国苦树,Picrasma chinensis,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,中平树,Macaranga denticulata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,乌墨,Syzygium cumini,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,九里香,Murraya exotica,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,买麻藤,Gnetum montanum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,云南倒吊笔,Wrightia coccina,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,云南刺篱木,Flacourtia jangomas,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,云南厚壳桂,Cryptocarya yunnanensis,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,云南木姜子,Litsea yunnanensis,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,云南水壶藤,Urceola tournieri,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,云南沉香,Aquilaria yunnanensis,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,云南火索藤,NA,NA,NA,splist/nabanhe_splist.csv,TRUE
nbh,NA,云南珊瑚树,Viburnum odoratissimum var. sessiliflorum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,云南石梓,Gmelina arborea,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,云南越橘,NA,NA,NA,splist/nabanhe_splist.csv,TRUE
nbh,NA,云南野独活,Miliusa tenuistipitata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,云南银柴,Aporusa yunnanensis,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,云南银钩花,Mitrephora wangii,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,云南风吹楠,Horsfieldia prainii,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,云南风车子,Combretum yunnanense,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,云树,Garcinia cowa,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,五层龙,Salacia prinoides,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,五瓣子楝树,Decaspermum fruticosum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,亮叶山小橘,Glycosmis lucida,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,伞花冬青,Ilex godajam,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,余甘子,Phyllanthus emblica,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,假山椤,NA,NA,NA,splist/nabanhe_splist.csv,TRUE
nbh,NA,假山龙眼,Heliciopsis henryi,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,假斜叶榕,Ficus subulata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,假柿木姜子,Litsea monopetala,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,假樱叶杜英,NA,NA,NA,splist/nabanhe_splist.csv,TRUE
nbh,NA,假海桐,Pittosporopsis kerrii,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,假烟叶树,Solanum verbascifolium,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,假玉桂,Celtis timorensis,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,假苹婆,Sterculia lanceolata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,假黄皮,Clausena excavata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,傣柿,Diospyros kerrii,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,全缘火麻树,Dendrocnide sinuata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,八宝树,Duabanga grandiflora,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,刺果藤,Byttneria aspera,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,刺通草,Trevesia palmata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,剑叶木姜子,Litsea lancifolia,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,劲直刺桐,Erythrina strica,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,劲直榕,Ficus stricta,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,勐仑琼楠,Beilschmiedia brachythyrsa,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,勐仑翅子树,Pterospermum menglunense,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,勐海柯,Lithocarpus fohaiensis,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,勐腊核果木,Drypetes hoaensis,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,勾儿茶,Berchemia,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,包疮叶,Maesa indica,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,千果榄仁,Terminalia myriocarpa,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,华南蓝果树,Nyssa javanica,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,华马钱,Strychnos cathayensis,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,南垂茉莉,Clerodendrum henryi,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,南方紫金牛,Ardisia neriifolia,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,印度崖豆,Millettia pulchra,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,印度脚骨脆,Casearia kurzii,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,印度藤儿茶,NA,NA,NA,splist/nabanhe_splist.csv,TRUE
nbh,NA,印度血桐,Macaranga indica,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,印度锥,NA,NA,NA,splist/nabanhe_splist.csv,TRUE
nbh,NA,厚叶琼楠,Beilschmiedia percoriacea,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,厚果鱼藤,NA,NA,NA,splist/nabanhe_splist.csv,TRUE
nbh,NA,厚皮香,Ternstroemia gymnanthera,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,古钩藤,Cryptolepis buchananii,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,合果木,Paramichelia baillonii,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,喙果鸡血藤,NA,NA,NA,splist/nabanhe_splist.csv,TRUE
nbh,NA,四果野桐,Mallotus tetracoccus,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,四裂算盘子,Glochidion assamicum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,土蜜树,Bridelia tomentosa,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,土蜜藤,Bridelia stipularis,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,土连翘,Hymenodictyon flaccidum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,垂叶榕,Ficus benjamina,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,多脉樫木,Dysoxylum lukii,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,多花山壳骨,Pseuderanthemum polyanthum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,多花梣,Fraxinus floribunda,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,多花火索藤,NA,NA,NA,splist/nabanhe_splist.csv,TRUE
nbh,NA,多花白头树,Garuga floribunda var. gamblei,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,多裂黄檀,Dalbergia rimosa,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,大叶刺篱木,Flacourtia rukam,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,大叶木兰,Lirianthe henryi,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,大叶水榕,Ficus glaberrima,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,大叶瓜馥木,Fissistigma latifolium,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,大叶竹节树,Carallia garciniaefolia,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,大叶素馨,Jasminum attenuatum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,大叶藤,Tinomiscium petiolare,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,大叶藤黄,Garcinia xanthochymus,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,大叶风吹楠,Horsfieldia kingii,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,大叶鼠刺,Itea macrophylla,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,大果刺篱木,Flacourtia ramontchii,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,大果榕,Ficus auriculata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,大果臀果木,Pygeum macrocarpum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,大果青冈,Cyclobalanopsis rex,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,大鱼藤树,Derris robusta,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,天仙藤,Fibraurea recisa,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,奶桑,Morus macroura,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,定心藤,Mappianthus iodoides,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,家麻树,Sterculia pexa,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,密花树,Myrsine seguinii,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,密花火筒树,Leea compactiflora,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,密花藤,Pycnarrhena lucida,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,密花豆,Spatholobus suberectus,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,对叶榕,Ficus hispida,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,小叶红叶藤,Rourea microphylla,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,小果锥,Castanopsis fleuryi,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,小芸木,Micromelum integerrimum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,小萼瓜馥木,Fissistigma minuticalyx,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,小萼菜豆树,Radermachera microcalyx,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,尖叶桂樱,Laurocerasus undulata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,尼泊尔桤木,Alnus nepalensis,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,尾叶木蓝,Indigofera caudata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,尾叶鱼藤,Derris caudatilimba,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,山地五月茶,Antidesma montanum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,山杜英,Elaeocarpus sylvestis,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,山桂花,Bennettiodendron leprosipes var. leprosipes,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,山楝,Aphanamixis polystachya,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,山槐,Albizia kalkora,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,山油柑,Acronychia pedunculata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,山黄麻,Trema tomentosa,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,岗柃,Eurya groffii,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,岭南臭椿,Ailanthus triphysa,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,岭罗麦,Tarennoidea wallichii,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,巴豆藤,Craspedolobium schochii,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,帚序苎麻,Boehmeria zollingeriana,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,常绿榆,Ulmus lanceaefolia,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,幌伞枫,Heteropanax fragrans,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,平叶酸藤子,Embelia undulata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,异色假卫矛,Microtropis discolor,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,弯管花,Chasalia curviflora,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,待鉴定种,NA,NA,NA,splist/nabanhe_splist.csv,TRUE
nbh,NA,待鉴定藤本,NA,NA,NA,splist/nabanhe_splist.csv,TRUE
nbh,NA,微毛布惊,Vitex quinata var. puberula,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,思茅崖豆,Millettia leptobotrya,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,思茅木姜子,Litsea pierrei var. lobata var. szemois,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,思茅蒲桃,Syzygium szemaoense,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,思茅黄肉楠,Actinodaphne henryi,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,总序樫木,Dysoxylum laxiracemosum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,扁担藤,Tetrastigma planicaule,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,披针叶楠,Phoebe lanceolata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,披针叶算盘子,Glochidion lanceolatum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,拱网核果木,Drypetes arcuatinervia,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,斑果厚壳桂,Cryptocarya maculata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,斑果藤,Stixis suaveolens,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,斯里兰卡天料木,Homalium ceylanicum var. ceylanicum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,显孔崖爬藤,Tetrastigma lenticellatum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,普文楠,Phoebe puwenensis,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,暗叶润楠,Machilus melanophylla,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,望谟崖摩,Amoora ouangliensis,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,木奶果,Baccaurea ramilfora,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,木紫珠,Callicarpa arborea,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,木蝴蝶,Oroxylum indicum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,朴叶扁担杆,Grewia celtidifolia,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,杂色榕,Ficus variegata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,杜英,Elaeocarpus decipiens,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,杜虹花,Callicarpa formosana,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,构树,Broussonetia papyifera,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,枕果榕,Ficus drupacea,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,林生杧果,Mangifera sylvatica,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,枳椇,Hovenia acerba,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,染木树,Saprosma ternatum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,柴桂,Cinnamomum tamala,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,柴龙树,Apodytes dimidiata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,桢桐,NA,NA,NA,splist/nabanhe_splist.csv,TRUE
nbh,NA,棒果榕,Ficus subincisa,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,棒柄花,Cleidion brevipetiolatum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,椆琼楠,Beilschmiedia roxburghiana,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,椭圆线柱苣苔,Rhynchotechum ellipticum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,楝,Melia azedarach,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,楹树,Albizia cbinensis,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,榼藤,Entada phaseoloides,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,槟榔青,Spondias pinnata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,樟叶木防己,Cocculus laurifolius,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,橄榄,Canarium album,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,歪叶榕,Ficus cyrtophylla,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,毛八角枫,Alangium kurzii,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,毛叶榄,Canarium subulatum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,毛叶油丹,Alseodaphne andersonii,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,毛叶青冈,Cyclobalanopsis kerrii,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,毛叶黄杞,Engelhardtia colebrookiana,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,毛杜茎山,Maesa permollis,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,毛果扁担杆,Grewia eriocarpa,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,毛果算盘子,Glochidion eriocarpum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,毛果翼核果,Ventilago calyculata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,毛柘藤,Cudrania pubescens,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,毛桐,Mallotus barbatus,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,毛泡花树,Meliosma velutina,NA,NA,splist/nabanhe_splist.csv,FALSE
